Ruby Developer,Kane Partners Staffing,https://www.dice.com/jobs/detail/Ruby-Developer-Kane-Partners-Staffing-Philadelphia-PA-19103/10195207/887420?icid=sr1-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 6 days ago
Ruby Developer (Rubyist) - W2,"Computer Enterprises, Inc.",https://www.dice.com/jobs/detail/Ruby-Developer-%28Rubyist%29-%26%2345-W2-Computer-Enterprises%2C-Inc.-Philadelphia-PA-19103/ceiam/AKJO037524?icid=sr2-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 9 hours ago
QA Automation Tester(iOS/Android/Ruby),Cygnus Professionals,https://www.dice.com/jobs/detail/QA-Automation-Tester%28iOS%26%2347Android%26%2347Ruby%29-Cygnus-Professionals-Philadelphia-PA-19092/10426508/QAIAR-MWK?icid=sr3-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 9 hours ago
"Web Developer (Assoc/Mid-level/Senior), School of Medicine",Penn Medicine,https://www.dice.com/jobs/detail/Web-Developer-%28Assoc%26%2347Mid%26%2345level%26%2347Senior%29%2C-School-of-Medicine-Penn-Medicine-Philadelphia-PA-19019/10303860/60567?icid=sr4-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 10 hours ago
Data Science Software Engineer,Penn Medicine,https://www.dice.com/jobs/detail/Data-Science-Software-Engineer-Penn-Medicine-Philadelphia-PA-19019/10303860/62577?icid=sr5-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 10 hours ago
Software Engineer - Python / Django - Civic Apps,Bebee Affinity Social Network,https://www.dice.com/jobs/detail/Software-Engineer-%26%2345-Python-%26%2347-Django-%26%2345-Civic-Apps-Bebee-Affinity-Social-Network-Philadelphia-PA-19019/90940991/BBA000013042768?icid=sr6-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 13 hours ago
Software Developer,Volt,https://www.dice.com/jobs/detail/Software-Developer-Volt-Philadelphia-PA-19019/cxvolt/J3L14X6W50Q8TYNLPKP?icid=sr7-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 11 hours ago
Front End Developer - JavaScript without Frameworks,"Computer Enterprises, Inc.",https://www.dice.com/jobs/detail/Front-End-Developer-%26%2345-JavaScript-without-Frameworks-Computer-Enterprises%2C-Inc.-Philadelphia-PA-19103/ceiam/AKJO037843?icid=sr8-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 6 days ago
"Principal Engineer, Software Development & Engineering",Bebee Affinity Social Network,https://www.dice.com/jobs/detail/Principal-Engineer%2C-Software-Development-%26-Engineering-Bebee-Affinity-Social-Network-Philadelphia-PA-19019/90940991/BBA000013042811?icid=sr9-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 13 hours ago
Infrastructure - Technical Software Support Engineer III,Business One Consulting,https://www.dice.com/jobs/detail/Infrastructure-%26%2345-Technical-Software-Support-Engineer-III-Business-One-Consulting-Philadelphia-PA-19109/10195908/ZR_380_JOB?icid=sr10-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 4 weeks ago
Mobile Automation Test Manager,Cognizant Technology Solutions,https://www.dice.com/jobs/detail/Mobile-Automation-Test-Manager-Cognizant-Technology-Solutions-Philadelphia-PA-19019/aces/00020097191?icid=sr11-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 9 hours ago
DevOps Engineer,"e&e Technical Consultants, LLC",https://www.dice.com/jobs/detail/DevOps-Engineer-e%26e-Technical-Consultants%2C-LLC-Philadelphia-PA-19019/90835421/740848?icid=sr12-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 1 day ago
IOS Automation Tester,Benvia,https://www.dice.com/jobs/detail/IOS-Automation-Tester-Benvia-Philadelphia-PA-19019/10119901/777973?icid=sr13-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 4 hours ago
Infrastructure Automation Engineer II,MDT Technical,https://www.dice.com/jobs/detail/Infrastructure-Automation-Engineer-II-MDT-Technical-Philadelphia-PA-19103/10116487/9597?icid=sr14-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 1 week ago
iOS Andriod Automation Engineeer,MDT Technical,https://www.dice.com/jobs/detail/iOS-Andriod-Automation-Engineeer-MDT-Technical-Philadelphia-PA-19102/10116487/9798?icid=sr15-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 1 week ago
Senior Application Support Specialist Just in!,Access Staffing,https://www.dice.com/jobs/detail/Senior-Application-Support-Specialist-Just-in%21-Access-Staffing-Philadelphia-PA-19019/accperny/50808898?icid=sr16-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 3 hours ago
PHP Back end Web Developer,RemX Specialty Staffing,https://www.dice.com/jobs/detail/PHP-Back-end-Web-Developer-RemX-Specialty-Staffing-Philadelphia-PA-19176/remca001/5814_2980635_1-954?icid=sr17-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 1 hour ago
Software Developer,"Computer Enterprises, Inc.",https://www.dice.com/jobs/detail/Software-Developer-Computer-Enterprises%2C-Inc.-Philadelphia-PA-19103/ceiam/767368?icid=sr18-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 9 hours ago
Java  Angular Developer,INENT Inc. (Innovative Enabling Technologies Inc),https://www.dice.com/jobs/detail/Java--Angular-Developer-INENT-Inc.-%28Innovative-Enabling-Technologies-Inc%29-Philadelphia%2C-PA-19019/10424591/773674?icid=sr19-1p&q=ruby developer&l=philadelphia,"Philadelphia,, PA",Posted 2 days ago
UI Developer with angular.JS,Srimatrix Inc.,https://www.dice.com/jobs/detail/UI-Developer-with-angular.JS-Srimatrix-Inc.-Philadelphia-PA-19103/10526800/UI224?icid=sr20-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 1 week ago
Web Developer,Kforce Inc.,https://www.dice.com/jobs/detail/Web-Developer-Kforce-Inc.-Philadelphia-PA-19104/kforcecx/ITAQG1577735?icid=sr21-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 6 hours ago
Web 2.0 Software Engineer,Bebee Affinity Social Network,https://www.dice.com/jobs/detail/Web-2.0-Software-Engineer-Bebee-Affinity-Social-Network-Philadelphia-PA-19019/90940991/BBA000013447891?icid=sr22-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 13 hours ago
PHP Developer,Bebee Affinity Social Network,https://www.dice.com/jobs/detail/PHP-Developer-Bebee-Affinity-Social-Network-Philadelphia-PA-19019/90940991/BBA000013042995?icid=sr23-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 13 hours ago
Web Developer,Bebee Affinity Social Network,https://www.dice.com/jobs/detail/Web-Developer-Bebee-Affinity-Social-Network-Philadelphia-PA-19019/90940991/BBA000013447884?icid=sr24-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 13 hours ago
"Senior Application Developer, Corporate",Penn Medicine,https://www.dice.com/jobs/detail/Senior-Application-Developer%2C-Corporate-Penn-Medicine-Philadelphia-PA-19019/10303860/61310?icid=sr25-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 10 hours ago
Guidewire Configuration Developer,PWC,https://www.dice.com/jobs/detail/Guidewire-Configuration-Developer-PWC-Philadelphia-PA-19019/appblok/2392_89787BR?icid=sr26-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 8 hours ago
Project Role - Developer (Temporary Assignment),Accenture,https://www.dice.com/jobs/detail/Project-Role-%26%2345-Developer-%28Temporary-Assignment%29-Accenture-Philadelphia-PA-19019/appblok/2863_1292?icid=sr27-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 8 hours ago
Project Role - iOS Mobile Application Developer (Temporary Assignment),Accenture,https://www.dice.com/jobs/detail/Project-Role-%26%2345-iOS-Mobile-Application-Developer-%28Temporary-Assignment%29-Accenture-Philadelphia-PA-19019/appblok/2863_1263?icid=sr28-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 8 hours ago
Guidewire Configuration Developer,PWC,https://www.dice.com/jobs/detail/Guidewire-Configuration-Developer-PWC-Philadelphia-PA-19019/appblok/2392_89811BR?icid=sr29-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 8 hours ago
Project Role - Salesforce Developer (Temporary Assignment),Accenture,https://www.dice.com/jobs/detail/Project-Role-%26%2345-Salesforce-Developer-%28Temporary-Assignment%29-Accenture-Philadelphia-PA-19019/appblok/2863_1291?icid=sr30-1p&q=ruby developer&l=philadelphia,"Philadelphia, PA",Posted 8 hours ago
